"benchmark_log_id";"case_id";"event_index";"activity";"start_time";"end_time";"role";"resource";"text_content";"word_count";"template_id";"template_family";"slot_schema_json";"slot_values_json";"is_deviation";"deviation_type";"ground_truth_next_activity";"process_id";"regime"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00120";"6";"Issue order";"2026-01-29 13:59:00";"2026-01-29 14:26:00";"Procurement Officer";"Nuno Pinto";"Order ORD.2026.00012098 was issued for process PROC.2026.00012076. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00012098"", ""PROCESS_ID"": ""PROC.2026.00012076""}";"0";"none";"Notify requester";"PROC.2026.00012076";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00120";"7";"Notify requester";"2026-01-29 15:00:00";"2026-01-29 15:30:00";"Administrative Officer";"João Ribeiro";"Requester Clara Reis was notified about the outcome of process PROC.2026.00012076. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00012076"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Close";"PROC.2026.00012076";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00120";"8";"Close";"2026-01-29 16:13:00";"2026-01-29 16:34:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00012076 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012076""}";"0";"none";"<END>";"PROC.2026.00012076";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00121";"1";"Register request";"2026-01-29 10:46:00";"2026-01-29 11:08:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00012123 was registered by Diogo Almeida for project Digital Campus, with an estimated amount of 3.026,75€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""3.026,75€"", ""PROCESS_ID"": ""PROC.2026.00012123"", ""PROJECT"": ""Digital Campus"", ""REQUESTER"": ""Diogo Almeida""}";"0";"none";"Validate request";"PROC.2026.00012123";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00121";"2";"Validate request";"2026-01-29 11:15:00";"2026-01-29 11:20:00";"Case Manager";"Carla Almeida";"The request PROC.2026.00012123 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012123""}";"0";"none";"Check budget";"PROC.2026.00012123";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00121";"3";"Check budget";"2026-01-29 11:55:00";"2026-01-29 12:22:00";"Financial Officer";"Luís Ferreira";"Budget availability was confirmed for process PROC.2026.00012123, in the amount of 3.026,75€, under budget record BUD.2026.00012179. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""3.026,75€"", ""BUDGET_ID"": ""BUD.2026.00012179"", ""PROCESS_ID"": ""PROC.2026.00012123""}";"0";"none";"Authorize expense";"PROC.2026.00012123";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00121";"4";"Authorize expense";"2026-01-29 12:53:00";"2026-01-29 12:58:00";"Director";"Rui Carvalho";"I authorize the expense for process PROC.2026.00012123, in the amount of 3.026,75€, under the applicable reference DL 18/2008. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""3.026,75€"", ""LEGAL_REF"": ""DL 18/2008"", ""PROCESS_ID"": ""PROC.2026.00012123""}";"0";"none";"Commit expense";"PROC.2026.00012123";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00121";"5";"Commit expense";"2026-01-29 13:15:00";"2026-01-29 13:50:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00012158 was generated for process PROC.2026.00012123, in the amount of 3.026,75€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""3.026,75€"", ""COMMITMENT_ID"": ""COM.2026.00012158"", ""PROCESS_ID"": ""PROC.2026.00012123""}";"0";"none";"Issue order";"PROC.2026.00012123";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00121";"6";"Issue order";"2026-01-29 14:10:00";"2026-01-29 14:15:00";"Procurement Officer";"Nuno Pinto";"Order ORD.2026.00012121 was issued for process PROC.2026.00012123. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00012121"", ""PROCESS_ID"": ""PROC.2026.00012123""}";"0";"none";"Notify requester";"PROC.2026.00012123";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00121";"7";"Notify requester";"2026-01-29 14:36:00";"2026-01-29 14:44:00";"Administrative Officer";"Ana Silva";"Requester Diogo Almeida was notified about the outcome of process PROC.2026.00012123. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00012123"", ""REQUESTER"": ""Diogo Almeida""}";"0";"none";"Close";"PROC.2026.00012123";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00121";"8";"Close";"2026-01-29 15:39:00";"2026-01-29 16:11:00";"Administrative Officer";"João Ribeiro";"Process PROC.2026.00012123 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012123""}";"0";"none";"<END>";"PROC.2026.00012123";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00123";"1";"Register request";"2026-01-29 10:01:00";"2026-01-29 10:21:00";"Administrative Officer";"Ana Silva";"Request PROC.2026.00012377 was registered by Diogo Almeida for project Student Portal, with an estimated amount of 6.208,00€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""6.208,00€"", ""PROCESS_ID"": ""PROC.2026.00012377"", ""PROJECT"": ""Student Portal"", ""REQUESTER"": ""Diogo Almeida""}";"0";"none";"Validate request";"PROC.2026.00012377";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00123";"2";"Validate request";"2026-01-29 10:31:00";"2026-01-29 10:36:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00012377 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012377""}";"0";"none";"Check budget";"PROC.2026.00012377";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00123";"3";"Check budget";"2026-01-29 11:31:00";"2026-01-29 11:56:00";"Financial Officer";"Luís Ferreira";"The amount 6.208,00€ associated with process PROC.2026.00012377 is covered by budget record BUD.2026.00012362. The verification confirms that the requested expenditure has available funding and can be forwarded to the responsible authority for formal authorization of the expense.";"43";"BUD_T2";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.208,00€"", ""BUDGET_ID"": ""BUD.2026.00012362"", ""PROCESS_ID"": ""PROC.2026.00012377""}";"0";"none";"Authorize expense";"PROC.2026.00012377";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00123";"4";"Authorize expense";"2026-01-29 12:37:00";"2026-01-29 12:55:00";"Director";"Rui Carvalho";"I authorize the expense for process PROC.2026.00012377, in the amount of 6.208,00€, under the applicable reference Article 16. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.208,00€"", ""LEGAL_REF"": ""Article 16"", ""PROCESS_ID"": ""PROC.2026.00012377""}";"0";"none";"Commit expense";"PROC.2026.00012377";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00123";"5";"Commit expense";"2026-01-29 13:45:00";"2026-01-29 14:18:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00012359 was generated for process PROC.2026.00012377, in the amount of 6.208,00€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.208,00€"", ""COMMITMENT_ID"": ""COM.2026.00012359"", ""PROCESS_ID"": ""PROC.2026.00012377""}";"0";"none";"Issue order";"PROC.2026.00012377";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00123";"6";"Issue order";"2026-01-29 14:43:00";"2026-01-29 15:04:00";"Procurement Officer";"Nuno Pinto";"Order ORD.2026.00012370 was issued for process PROC.2026.00012377. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00012370"", ""PROCESS_ID"": ""PROC.2026.00012377""}";"0";"none";"Notify requester";"PROC.2026.00012377";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00123";"7";"Notify requester";"2026-01-29 15:35:00";"2026-01-29 16:09:00";"Administrative Officer";"Ana Silva";"Requester Diogo Almeida was notified about the outcome of process PROC.2026.00012377. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00012377"", ""REQUESTER"": ""Diogo Almeida""}";"0";"none";"Close";"PROC.2026.00012377";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00123";"8";"Close";"2026-01-29 16:33:00";"2026-01-29 16:39:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00012377 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012377""}";"0";"none";"<END>";"PROC.2026.00012377";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00124";"1";"Register request";"2026-01-29 09:09:00";"2026-01-29 09:38:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00012455 was registered by Clara Reis for project Secure Archive, with an estimated amount of 6.453,00€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""6.453,00€"", ""PROCESS_ID"": ""PROC.2026.00012455"", ""PROJECT"": ""Secure Archive"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Validate request";"PROC.2026.00012455";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00124";"2";"Validate request";"2026-01-29 10:37:00";"2026-01-29 10:54:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00012455 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012455""}";"0";"none";"Check budget";"PROC.2026.00012455";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00124";"3";"Check budget";"2026-01-29 11:22:00";"2026-01-29 11:49:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00012455, in the amount of 6.453,00€, under budget record BUD.2026.00012418. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.453,00€"", ""BUDGET_ID"": ""BUD.2026.00012418"", ""PROCESS_ID"": ""PROC.2026.00012455""}";"0";"none";"Authorize expense";"PROC.2026.00012455";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00124";"4";"Authorize expense";"2026-01-29 12:03:00";"2026-01-29 12:22:00";"Director";"Rui Carvalho";"I authorize the expense for process PROC.2026.00012455, in the amount of 6.453,00€, under the applicable reference Article 16. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.453,00€"", ""LEGAL_REF"": ""Article 16"", ""PROCESS_ID"": ""PROC.2026.00012455""}";"0";"none";"Commit expense";"PROC.2026.00012455";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00124";"5";"Commit expense";"2026-01-29 12:38:00";"2026-01-29 12:57:00";"Financial Officer";"Luís Ferreira";"Commitment COM.2026.00012436 was generated for process PROC.2026.00012455, in the amount of 6.453,00€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.453,00€"", ""COMMITMENT_ID"": ""COM.2026.00012436"", ""PROCESS_ID"": ""PROC.2026.00012455""}";"0";"none";"Issue order";"PROC.2026.00012455";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00124";"6";"Issue order";"2026-01-29 13:52:00";"2026-01-29 14:26:00";"Procurement Officer";"Beatriz Correia";"Order ORD.2026.00012433 was issued for process PROC.2026.00012455. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00012433"", ""PROCESS_ID"": ""PROC.2026.00012455""}";"0";"none";"Notify requester";"PROC.2026.00012455";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00124";"7";"Notify requester";"2026-01-29 14:41:00";"2026-01-29 14:56:00";"Administrative Officer";"Ana Silva";"Requester Clara Reis was notified about the outcome of process PROC.2026.00012455. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00012455"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Close";"PROC.2026.00012455";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00124";"8";"Close";"2026-01-29 15:55:00";"2026-01-29 16:19:00";"Administrative Officer";"João Ribeiro";"Process PROC.2026.00012455 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012455""}";"0";"none";"<END>";"PROC.2026.00012455";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00125";"1";"Register request";"2026-01-30 09:59:00";"2026-01-30 10:09:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00012521 was registered by Clara Reis for project Student Portal, with an estimated amount of 4.159,25€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""4.159,25€"", ""PROCESS_ID"": ""PROC.2026.00012521"", ""PROJECT"": ""Student Portal"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Validate request";"PROC.2026.00012521";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00125";"2";"Validate request";"2026-01-30 10:22:00";"2026-01-30 10:54:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00012521 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012521""}";"0";"none";"Check budget";"PROC.2026.00012521";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00125";"3";"Check budget";"2026-01-30 11:37:00";"2026-01-30 11:52:00";"Financial Officer";"Luís Ferreira";"Budget availability was confirmed for process PROC.2026.00012521, in the amount of 4.159,25€, under budget record BUD.2026.00012554. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.159,25€"", ""BUDGET_ID"": ""BUD.2026.00012554"", ""PROCESS_ID"": ""PROC.2026.00012521""}";"0";"none";"Authorize expense";"PROC.2026.00012521";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00125";"4";"Authorize expense";"2026-01-30 12:55:00";"2026-01-30 13:12:00";"Director";"Teresa Moreira";"I authorize the expense for process PROC.2026.00012521, in the amount of 4.159,25€, under the applicable reference DL 18/2008. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.159,25€"", ""LEGAL_REF"": ""DL 18/2008"", ""PROCESS_ID"": ""PROC.2026.00012521""}";"0";"none";"Commit expense";"PROC.2026.00012521";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00125";"5";"Commit expense";"2026-01-30 13:36:00";"2026-01-30 14:05:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00012529 was generated for process PROC.2026.00012521, in the amount of 4.159,25€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""4.159,25€"", ""COMMITMENT_ID"": ""COM.2026.00012529"", ""PROCESS_ID"": ""PROC.2026.00012521""}";"0";"none";"Issue order";"PROC.2026.00012521";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00125";"6";"Issue order";"2026-01-30 14:23:00";"2026-01-30 14:34:00";"Procurement Officer";"Beatriz Correia";"Order ORD.2026.00012556 was issued for process PROC.2026.00012521. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00012556"", ""PROCESS_ID"": ""PROC.2026.00012521""}";"0";"none";"Notify requester";"PROC.2026.00012521";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00125";"7";"Notify requester";"2026-01-30 15:22:00";"2026-01-30 15:27:00";"Administrative Officer";"João Ribeiro";"Requester Clara Reis was notified about the outcome of process PROC.2026.00012521. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00012521"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Close";"PROC.2026.00012521";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00125";"8";"Close";"2026-01-30 16:34:00";"2026-01-30 16:53:00";"Administrative Officer";"João Ribeiro";"Process PROC.2026.00012521 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012521""}";"0";"none";"<END>";"PROC.2026.00012521";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00126";"1";"Register request";"2026-01-30 09:45:00";"2026-01-30 10:10:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00012626 was registered by Bruno Costa for project Secure Archive, with an estimated amount of 3.308,25€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""3.308,25€"", ""PROCESS_ID"": ""PROC.2026.00012626"", ""PROJECT"": ""Secure Archive"", ""REQUESTER"": ""Bruno Costa""}";"0";"none";"Validate request";"PROC.2026.00012626";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00126";"2";"Validate request";"2026-01-30 10:21:00";"2026-01-30 10:46:00";"Case Manager";"Carla Almeida";"The request PROC.2026.00012626 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012626""}";"0";"none";"Check budget";"PROC.2026.00012626";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00126";"3";"Check budget";"2026-01-30 11:03:00";"2026-01-30 11:13:00";"Financial Officer";"Luís Ferreira";"Budget availability was confirmed for process PROC.2026.00012626, in the amount of 3.308,25€, under budget record BUD.2026.00012649. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""3.308,25€"", ""BUDGET_ID"": ""BUD.2026.00012649"", ""PROCESS_ID"": ""PROC.2026.00012626""}";"0";"none";"Authorize expense";"PROC.2026.00012626";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00126";"4";"Authorize expense";"2026-01-30 12:17:00";"2026-01-30 12:26:00";"Director";"Teresa Moreira";"I authorize the expense for process PROC.2026.00012626, in the amount of 3.308,25€, under the applicable reference DL 18/2008. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""3.308,25€"", ""LEGAL_REF"": ""DL 18/2008"", ""PROCESS_ID"": ""PROC.2026.00012626""}";"0";"none";"Commit expense";"PROC.2026.00012626";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00126";"5";"Commit expense";"2026-01-30 13:08:00";"2026-01-30 13:41:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00012688 was generated for process PROC.2026.00012626, in the amount of 3.308,25€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""3.308,25€"", ""COMMITMENT_ID"": ""COM.2026.00012688"", ""PROCESS_ID"": ""PROC.2026.00012626""}";"0";"none";"Issue order";"PROC.2026.00012626";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00126";"6";"Issue order";"2026-01-30 14:34:00";"2026-01-30 14:52:00";"Procurement Officer";"Nuno Pinto";"Order ORD.2026.00012628 was issued for process PROC.2026.00012626. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00012628"", ""PROCESS_ID"": ""PROC.2026.00012626""}";"0";"none";"Notify requester";"PROC.2026.00012626";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00126";"7";"Notify requester";"2026-01-30 15:30:00";"2026-01-30 16:03:00";"Administrative Officer";"João Ribeiro";"Requester Bruno Costa was notified about the outcome of process PROC.2026.00012626. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00012626"", ""REQUESTER"": ""Bruno Costa""}";"0";"none";"Close";"PROC.2026.00012626";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00126";"8";"Close";"2026-01-30 17:14:00";"2026-01-30 17:46:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00012626 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00012626""}";"0";"none";"<END>";"PROC.2026.00012626";"controlled_reference_prescribed"
